0x0063	c	0x00000063	c	0	0
0x0064	d	0x00000064	d	0	0
0x0065	e	0x00000065	e	0	0
0x0066	f	0x00000066	f	0	0
0x0067	g	0x00000067	g	0	0
0x0068	h	0x00000068	h	0	0
0x0069	i	0x00000069	i	0	0
0x006a	j	0x0000006a	j	0	0
0x006b	k	0x0000006b	k	0	0
0x006c	l	0x0000006c	l	0	0
0x006d	m	0x0000006d	m	0	0
0x006e	n	0x0000006e	n	0	0
0x006f	o	0x0000006f	o	0	0
0x0070	p	0x00000070	p	0	0
0x0071	q	0x00000071	q	0	0
0x0072	r	0x00000072	r	0	0
0x0073	s	0x00000073	s	0	0
0x0074	t	0x00000074	t	0	0
0x0075	u	0x00000075	u	0	0
0x0076	v	0x00000076	v	0	0
0x0077	w	0x00000077	w	0	0
0x0078	x	0x00000078	x	0	0
0x0079	y	0x00000079	y	0	0
0x007a	z	0x0000007a	z	0	0
0x007b	{	0x0000007b	{	0	0
0x007c	|	0x0000007c	|	0	0
0x007d	}	0x0000007d	}	0	0
0x007e	~	0x0000007e	~	0	0
0x007f		0x0000007f		0	0
0x0080	Ä	0x00000080	Ä	0	0
0x0081	Å	0x000030fb	ÅE	2	0
0x0082	Ç	0x000030fb	ÅE	2	0
0x0083	É	0x000030fb	ÅE	2	0
0x0084	Ñ	0x000030fb	ÅE	2	0
0x0085	Ö	0x000030fb	ÅE	2	0
0x0086	Ü	0x000030fb	ÅE	2	0
0x0087	á	0x000030fb	ÅE	2	0
0x0088	à	0x000030fb	ÅE	2	0
0x0089	â	0x000030fb	ÅE	2	0
0x008a	ä	0x000030fb	ÅE	2	0
0x008b	ã	0x000030fb	ÅE	2	0
0x008c	å	0x000030fb	ÅE	2	0
0x008d	ç	0x000030fb	ÅE	2	0
0x008e	é	0x000030fb	ÅE	2	0
0x008f	è	0x000030fb	ÅE	2	0
0x0090	ê	0x000030fb	ÅE	2	0
0x0091	ë	0x000030fb	ÅE	2	0
0x0092	í	0x000030fb	ÅE	2	0
0x0093	ì	0x000030fb	ÅE	2	0
0x0094	î	0x000030fb	ÅE	2	0
0x0095	ï	0x000030fb	ÅE	2	0
0x0096	ñ	0x000030fb	ÅE	2	0
0x0097	ó	0x000030fb	ÅE	2	0
0x0098	ò	0x000030fb	ÅE	2	0
0x0099	ô	0x000030fb	ÅE	2	0
0x009a	ö	0x000030fb	ÅE	2	0
0x009b	õ	0x000030fb	ÅE	2	0
0x009c	ú	0x000030fb	ÅE	2	0
0x009d	ù	0x000030fb	ÅE	2	0
0x009e	û	0x000030fb	ÅE	2	0
0x009f	ü	0x000030fb	ÅE	2	0
0x00a0	†	0x0000f8f0	†	0	0
0x00a1	°	0x0000ff61	°	0	0
0x00a2	¢	0x0000ff62	¢	0	0
0x00a3	£	0x0000ff63	£	0	0
0x00a4	§	0x0000ff64	§	0	0
0x00a5	•	0x0000ff65	•	0	0
0x00a6	¶	0x0000ff66	¶	0	0
0x00a7	ß	0x0000ff67	ß	0	0
0x00a8	®	0x0000ff68	®	0	0
0x00a9	©	0x0000ff69	©	0	0
0x00aa	™	0x0000ff6a	™	0	0
0x00ab	´	0x0000ff6b	´	0	0
0x00ac	¨	0x0000ff6c	¨	0	0
0x00ad	≠	0x0000ff6d	≠	0	0
0x00ae	Æ	0x0000ff6e	Æ	0	0
0x00af	Ø	0x0000ff6f	Ø	0	0
0x00b0	∞	0x0000ff70	∞	0	0
0x00b1	±	0x0000ff71	±	0	0
0x00b2	≤	0x0000ff72	≤	0	0
0x00b3	≥	0x0000ff73	≥	0	0
0x00b4	¥	0x0000ff74	¥	0	0
0x00b5	µ	0x0000ff75	µ	0	0
0x00b6	∂	0x0000ff76	∂	0	0
0x00b7	∑	0x0000ff77	∑	0	0
0x00b8	∏	0x0000ff78	∏	0	0
0x00b9	π	0x0000ff79	π	0	0
0x00ba	∫	0x0000ff7a	∫	0	0
0x00bb	ª	0x0000ff7b	ª	0	0
0x00bc	º	0x0000ff7c	º	0	0
0x00bd	Ω	0x0000ff7d	Ω	0	0
0x00be	æ	0x0000ff7e	æ	0	0
0x00bf	ø	0x0000ff7f	ø	0	0
0x00c0	¿	0x0000ff80	¿	0	0
0x00c1	¡	0x0000ff81	¡	0	0
0x00c2	¬	0x0000ff82	¬	0	0
0x00c3	√	0x0000ff83	√	0	0
0x00c4	ƒ	0x0000ff84	ƒ	0	0
0x00c5	≈	0x0000ff85	≈	0	0
0x00c6	∆	0x0000ff86	∆	0	0
0x00c7	«	0x0000ff87	«	0	0
0x00c8	»	0x0000ff88	»	0	0
0x00c9	…	0x0000ff89	…	0	0
0x00ca	 	0x0000ff8a	 	0	0
0x00cb	À	0x0000ff8b	À	0	0
0x00cc	Ã	0x0000ff8c	Ã	0	0
0x00cd	Õ	0x0000ff8d	Õ	0	0
0x00ce	Œ	0x0000ff8e	Œ	0	0
0x00cf	œ	0x0000ff8f	œ	0	0
0x00d0	–	0x0000ff90	–	0	0
0x00d1	—	0x0000ff91	—	0	0
0x00d2	“	0x0000ff92	“	0	0
0x00d3	”	0x0000ff93	”	0	0
0x00d4	‘	0x0000ff94	‘	0	0
0x00d5	’	0x0000ff95	’	0	0
0x00d6	÷	0x0000ff96	÷	0	0
0x00d7	◊	0x0000ff97	◊	0	0
0x00d8	ÿ	0x0000ff98	ÿ	0	0
0x00d9	Ÿ	0x0000ff99	Ÿ	0	0
0x00da	⁄	0x0000ff9a	⁄	0	0
0x00db	€	0x0000ff9b	€	0	0
0x00dc	‹	0x0000ff9c	‹	0	0
0x00dd	›	0x0000ff9d	›	0	0
0x00de	ﬁ	0x0000ff9e	ﬁ	0	0
0x00df	ﬂ	0x0000ff9f	ﬂ	0	0
0x00e0	‡	0x000030fb	ÅE	2	0
0x00e1	·	0x000030fb	ÅE	2	0
0x00e2	‚	0x000030fb	ÅE	2	0
0x00e3	„	0x000030fb	ÅE	2	0
0x00e4	‰	0x000030fb	ÅE	2	0
0x00e5	Â	0x000030fb	ÅE	2	0
0x00e6	Ê	0x000030fb	ÅE	2	0
0x00e7	Á	0x000030fb	ÅE	2	0
0x00e8	Ë	0x000030fb	ÅE	2	0
0x00e9	È	0x000030fb	ÅE	2	0
0x00ea	Í	0x000030fb	ÅE	2	0
0x00eb	Î	0x000030fb	ÅE	2	0
0x00ec	Ï	0x000030fb	ÅE	2	0
0x00ed	Ì	0x000030fb	ÅE	2	0
0x00ee	Ó	0x000030fb	ÅE	2	0
0x00ef	Ô	0x000030fb	ÅE	2	0
0x00f0		0x000030fb	ÅE	2	0
0x00f1	Ò	0x000030fb	ÅE	2	0
0x00f2	Ú	0x000030fb	ÅE	2	0
0x00f3	Û	0x000030fb	ÅE	2	0
0x00f4	Ù	0x000030fb	ÅE	2	0
0x00f5	ı	0x000030fb	ÅE	2	0
0x00f6	ˆ	0x000030fb	ÅE	2	0
0x00f7	˜	0x000030fb	ÅE	2	0
0x00f8	¯	0x000030fb	ÅE	2	0
0x00f9	˘	0x000030fb	ÅE	2	0
0x00fa	˙	0x000030fb	ÅE	2	0
0x00fb	˚	0x000030fb	ÅE	2	0
0x00fc	¸	0x000030fb	ÅE	2	0
0x00fd	˝	0x0000f8f1	˝	0	0
0x00fe	˛	0x0000f8f2	˛	0	0
0x00ff	ˇ	0x0000f8f3	ˇ	0	0
0x8140	Å@	0x00003000	Å@	0	0
0x8141	ÅA	0x00003001	ÅA	0	0
0x8142	ÅB	0x00003002	ÅB	0	0
0x8143	ÅC	0x0000ff0c	ÅC	0	0
0x8144	ÅD	0x0000ff0e	ÅD	0	0
0x8145	ÅE	0x000030fb	ÅE	0	0
0x8146	ÅF	0x0000ff1a	ÅF	0	0
0x8147	ÅG	0x0000ff1b	ÅG	0	0
0x8148	ÅH	0x0000ff1f	ÅH	0	0
0x8149	ÅI	0x0000ff01	ÅI	0	0
0x814a	ÅJ	0x0000309b	ÅJ	0	0
0x814b	ÅK	0x0000309c	ÅK	0	0
0x814c	ÅL	0x000000b4	ÅL	0	0
0x814d	ÅM	0x0000ff40	ÅM	0	0
0x814e	ÅN	0x000000a8	ÅN	0	0
0x814f	ÅO	0x0000ff3e	ÅO	0	0
0x8150	ÅP	0x0000ffe3	ÅP	0	0
0x8151	ÅQ	0x0000ff3f	ÅQ	0	0
0x8152	ÅR	0x000030fd	ÅR	0	0
0x8153	ÅS	0x000030fe	ÅS	0	0
0x8154	ÅT	0x0000309d	ÅT	0	0
0x8155	ÅU	0x0000309e	ÅU	0	0
0x8156	ÅV	0x00003003	ÅV	0	0
0x8157	ÅW	0x00004edd	ÅW	0	0
0x8158	ÅX	0x00003005	ÅX	0	0
0x8159	ÅY	0x00003006	ÅY	0	0
0x815a	ÅZ	0x00003007	ÅZ	0	0
0x815b	Å[	0x000030fc	Å[	0	0
0x815c	Å\	0x00002015	Å\	0	0
0x815d	Å]	0x00002010	Å]	0	0
0x815e	Å^	0x0000ff0f	Å^	0	0
0x815f	Å_	0x0000ff3c	Å_	0	0
0x8160	Å`	0x0000ff5e	Å`	0	0
0x8161	Åa	0x00002225	Åa	0	0
0x8162	Åb	0x0000ff5c	Åb	0	0
0x8163	Åc	0x00002026	Åc	0	0
0x8164	Åd	0x00002025	Åd	0	0
0x8165	Åe	0x00002018	Åe	0	0
0x8166	Åf	0x00002019	Åf	0	0
0x8167	Åg	0x0000201c	Åg	0	0
0x8168	Åh	0x0000201d	Åh	0	0
0x8169	Åi	0x0000ff08	Åi	0	0
0x816a	Åj	0x0000ff09	Åj	0	0
0x816b	Åk	0x00003014	Åk	0	0
0x816c	Ål	0x00003015	Ål	0	0
0x816d	Åm	0x0000ff3b	Åm	0	0
0x816e	Ån	0x0000ff3d	Ån	0	0
0x816f	Åo	0x0000ff5b	Åo	0	0
0x8170	Åp	0x0000ff5d	Åp	0	0
0x8171	Åq	0x00003008	Åq	0	0
0x8172	År	0x00003009	År	0	0
0x8173	Ås	0x0000300a	Ås	0	0
0x8174	Åt	0x0000300b	Åt	0	0
0x8175	Åu	0x0000300c	Åu	0	0
0x8176	Åv	0x0000300d	Åv	0	0
0x8177	Åw	0x0000300e	Åw	0	0
0x8178	Åx	0x0000300f	Åx	0	0
0x8179	Åy	0x00003010	Åy	0	0
0x817a	Åz	0x00003011	Åz	0	0
0x817b	Å{	0x0000ff0b	Å{	0	0
0x817c	Å|	0x0000ff0d	Å|	0	0
0x817d	Å}	0x000000b1	Å}	0	0
0x817e	Å~	0x000000d7	Å~	0	0
0x8180	ÅÄ	0x000000f7	ÅÄ	0	0
0x8181	ÅÅ	0x0000ff1d	ÅÅ	0	0
0x8182	ÅÇ	0x00002260	ÅÇ	0	0
0x8183	ÅÉ	0x0000ff1c	ÅÉ	0	0
0x8184	ÅÑ	0x0000ff1e	ÅÑ	0	0
0x8185	ÅÖ	0x00002266	ÅÖ	0	0
0x8186	ÅÜ	0x00002267	ÅÜ	0	0
0x8187	Åá	0x0000221e	Åá	0	0
0x8188	Åà	0x00002234	Åà	0	0
0x8189	Åâ	0x00002642	Åâ	0	0
0x818a	Åä	0x00002640	Åä	0	0
0x818b	Åã	0x000000b0	Åã	0	0
0x818c	Åå	0x00002032	Åå	0	0
0x818d	Åç	0x00002033	Åç	0	0
0x818e	Åé	0x00002103	Åé	0	0
0x818f	Åè	0x0000ffe5	Åè	0	0
0x8190	Åê	0x0000ff04	Åê	0	0
0x8191	Åë	0x0000ffe0	Åë	0	0
0x8192	Åí	0x0000ffe1	Åí	0	0
0x8193	Åì	0x0000ff05	Åì	0	0
0x8194	Åî	0x0000ff03	Åî	0	0
0x8195	Åï	0x0000ff06	Åï	0	0
0x8196	Åñ	0x0000ff0a	Åñ	0	0
0x8197	Åó	0x0000ff20	Åó	0	0
0x8198	Åò	0x000000a7	Åò	0	0
0x8199	Åô	0x00002606	Åô	0	0
0x819a	Åö	0x00002605	Åö	0	0
0x819b	Åõ	0x000025cb	Åõ	0	0
0x819c	Åú	0x000025cf	Åú	0	0
0x819d	Åù	0x000025ce	Åù	0	0
0x819e	Åû	0x000025c7	Åû	0	0
0x819f	Åü	0x000025c6	Åü	0	0
0x81a0	Å†	0x000025a1	Å†	0	0
0x81a1	Å°	0x000025a0	Å°	0	0
0x81a2	Å¢	0x000025b3	Å¢	0	0
0x81a3	Å£	0x000025b2	Å£	0	0
0x81a4	Å§	0x000025bd	Å§	0	0
0x81a5	Å•	0x000025bc	Å•	0	0
0x81a6	Å¶	0x0000203b	Å¶	0	0
0x81a7	Åß	0x00003012	Åß	0	0
0x81a8	Å®	0x00002192	Å®	0	0
0x81a9	Å©	0x00002190	Å©	0	0
0x81aa	Å™	0x00002191	Å™	0	0
0x81ab	Å´	0x00002193	Å´	0	0
0x81ac	Å¨	0x00003013	Å¨	0	0
0x81ad	Å≠	0x000030fb	ÅE	2	0
0x81ae	ÅÆ	0x000030fb	ÅE	2	0
0x81af	ÅØ	0x000030fb	ÅE	2	0
0x81b0	Å∞	0x000030fb	ÅE	2	0
0x81b1	Å±	0x000030fb	ÅE	2	0
0x81b2	Å≤	0x000030fb	ÅE	2	0
0x81b3	Å≥	0x000030fb	ÅE	2	0
0x81b4	Å¥	0x000030fb	ÅE	2	0
0x81b5	Åµ	0x000030fb	ÅE	2	0
0x81b6	Å∂	0x000030fb	ÅE	2	0
0x81b7	Å∑	0x000030fb	ÅE	2	0
0x81b8	Å∏	0x00002208	Å∏	0	0
0x81b9	Åπ	0x0000220b	Åπ	0	0
0x81ba	Å∫	0x00002286	Å∫	0	0
0x81bb	Åª	0x00002287	Åª	0	0
0x81bc	Åº	0x00002282	Åº	0	0
0x81bd	ÅΩ	0x00002283	ÅΩ	0	0
0x81be	Åæ	0x0000222a	Åæ	0	0
0x81bf	Åø	0x00002229	Åø	0	0
0x81c0	Å¿	0x000030fb	ÅE	2	0
0x81c1	Å¡	0x000030fb	ÅE	2	0
0x81c2	Å¬	0x000030fb	ÅE	2	0
0x81c3	Å√	0x000030fb	ÅE	2	0
0x81c4	Åƒ	0x000030fb	ÅE	2	0
0x81c5	Å≈	0x000030fb	ÅE	2	0
0x81c6	Å∆	0x000030fb	ÅE	2	0
0x81c7	Å«	0x000030fb	ÅE	2	0
0x81c8	Å»	0x00002227	Å»	0	0
0x81c9	Å…	0x00002228	Å…	0	0
0x81ca	Å 	0x0000ffe2	Å 	0	0
0x81cb	ÅÀ	0x000021d2	ÅÀ	0	0
0x81cc	ÅÃ	0x000021d4	ÅÃ	0	0
0x81cd	ÅÕ	0x00002200	ÅÕ	0	0
0x81ce	ÅŒ	0x00002203	ÅŒ	0	0
0x81cf	Åœ	0x000030fb	ÅE	2	0
0x81d0	Å–	0x000030fb	ÅE	2	0
0x81d1	Å—	0x000030fb	ÅE	2	0
0x81d2	Å“	0x000030fb	ÅE	2	0
0x81d3	Å”	0x000030fb	ÅE	2	0
0x81d4	Å‘	0x000030fb	ÅE	2	0
0x81d5	Å’	0x000030fb	ÅE	2	0
0x81d6	Å÷	0x000030fb	ÅE	2	0
0x81d7	Å◊	0x000030fb	ÅE	2	0
0x81d8	Åÿ	0x000030fb	ÅE	2	0
0x81d9	ÅŸ	0x000030fb	ÅE	2	0
0x81da	Å⁄	0x00002220	Å⁄	0	0
0x81db	Å€	0x000022a5	Å€	0	0
0x81dc	Å‹	0x00002312	Å‹	0	0
0x81dd	Å›	0x00002202	Å›	0	0
0x81de	Åﬁ	0x00002207	Åﬁ	0	0
0x81df	Åﬂ	0x00002261	Åﬂ	0	0
0x81e0	Å‡	0x00002252	Å‡	0	0
0x81e1	Å·	0x0000226a	Å·	0	0
0x81e2	Å‚	0x0000226b	Å‚	0	0
0x81e3	Å„	0x0000221a	Å„	0	0
0x81e4	Å‰	0x0000223d	Å‰	0	0
0x81e5	ÅÂ	0x0000221d	ÅÂ	0	0
0x81e6	ÅÊ	0x00002235	ÅÊ	0	0
0x81e7	ÅÁ	0x0000222b	ÅÁ	0	0
0x81e8	ÅË	0x0000222c	ÅË	0	0
0x81e9	ÅÈ	0x000030fb	ÅE	2	0
0x81ea	ÅÍ	0x000030fb	ÅE	2	0
0x81eb	ÅÎ	0x000030fb	ÅE	2	0
0x81ec	ÅÏ	0x000030fb	ÅE	2	0
0x81ed	ÅÌ	0x000030fb	ÅE	2	0
0x81ee	ÅÓ	0x000030fb	ÅE	2	0
0x81ef	ÅÔ	0x000030fb	ÅE	2	0
0x81f0	Å	0x0000212b	Å	0	0
0x81f1	ÅÒ	0x00002030	ÅÒ	0	0
0x81f2	ÅÚ	0x0000266f	ÅÚ	0	0
0x81f3	ÅÛ	0x0000266d	ÅÛ	0	0
0x81f4	ÅÙ	0x0000266a	ÅÙ	0	0
0x81f5	Åı	0x00002020	Åı	0	0
0x81f6	Åˆ	0x00002021	Åˆ	0	0
0x81f7	Å˜	0x000000b6	Å˜	0	0
0x81f8	Å¯	0x000030fb	ÅE	2	0
0x81f9	Å˘	0x000030fb	ÅE	2	0
0x81fa	Å˙	0x000030fb	ÅE	2	0
0x81fb	Å˚	0x000030fb	ÅE	2	0
0x81fc	Å¸	0x000025ef	Å¸	0	0
0x8240	Ç@	0x000030fb	ÅE	2	0
0x8241	ÇA	0x000030fb	ÅE	2	0
0x8242	ÇB	0x000030fb	ÅE	2	0
0x8243	ÇC	0x000030fb	ÅE	2	0
0x8244	ÇD	0x000030fb	ÅE	2	0
0x8245	ÇE	0x000030fb	ÅE	2	0
0x8246	ÇF	0x000030fb	ÅE	2	0
0x8247	ÇG	0x000030fb	ÅE	2	0
0x8248	ÇH	0x000030fb	ÅE	2	0
0x8249	ÇI	0x000030fb	ÅE	2	0
0x824a	ÇJ	0x000030fb	ÅE	2	0
0x824b	ÇK	0x000030fb	ÅE	2	0
0x824c	ÇL	0x000030fb	ÅE	2	0
0x824d	ÇM	0x000030fb	ÅE	2	0
0x824e	ÇN	0x000030fb	ÅE	2	0
0x824f	ÇO	0x0000ff10	ÇO	0	0
0x8250	ÇP	0x0000ff11	ÇP	0	0
0x8251	ÇQ	0x0000ff12	ÇQ	0	0
0x8252	ÇR	0x0000ff13	ÇR	0	0
0x8253	ÇS	0x0000ff14	ÇS	0	0
0x8254	ÇT	0x0000ff15	ÇT	0	0
0x8255	ÇU	0x0000ff16	ÇU	0	0
0x8256	ÇV	0x0000ff17	ÇV	0	0
0x8257	ÇW	0x0000ff18	ÇW	0	0
0x8258	ÇX	0x0000ff19	ÇX	0	0
0x8259	ÇY	0x000030fb	ÅE	2	0
0x825a	ÇZ	0x000030fb	ÅE	2	0
0x825b	Ç[	0x000030fb	ÅE	2	0
0x825c	Ç\	0x000030fb	ÅE	2	0
0x825d	Ç]	0x000030fb	ÅE	2	0
0x825e	Ç^	0x000030fb	ÅE	2	0
0x825f	Ç_	0x000030fb	ÅE	2	0
0x8260	Ç`	0x0000ff21	Ç`	0	0
0x8261	Ça	0x0000ff22	Ça	0	0
0x8262	Çb	0x0000ff23	Çb	0	0
0x8263	Çc	0x0000ff24	Çc	0	0
0x8264	Çd	0x0000ff25	Çd	0	0
0x8265	Çe	0x0000ff26	Çe	0	0
0x8266	Çf	0x0000ff27	Çf	0	0
0x8267	Çg	0x0000ff28	Çg	0	0
0x8268	Çh	0x0000ff29	Çh	0	0
0x8269	Çi	0x0000ff2a	Çi	0	0
0x826a	Çj	0x0000ff2b	Çj	0	0
0x826b	Çk	0x0000ff2c	Çk	0	0
0x826c	Çl	0x0000ff2d	Çl	0	0
0x826d	Çm	0x0000ff2e	Çm	0	0
0x826e	Çn	0x0000ff2f	Çn	0	0
0x826f	Ço	0x0000ff30	Ço	0	0
0x8270	Çp	0x0000ff31	Çp	0	0
0x8271	Çq	0x0000ff32	Çq	0	0
0x8272	Çr	0x0000ff33	Çr	0	0
0x8273	Çs	0x0000ff34	Çs	0	0
0x8274	Çt	0x0000ff35	Çt	0	0
0x8275	Çu	0x0000ff36	Çu	0	0
0x8276	Çv	0x0000ff37	Çv	0	0
0x8277	Çw	0x0000ff38	Çw	0	0
0x8278	Çx	0x0000ff39	Çx	0	0
0x8279	Çy	0x0000ff3a	Çy	0	0
0x827a	Çz	0x000030fb	ÅE	2	0
0x827b	Ç{	0x000030fb	ÅE	2	0
0x827c	Ç|	0x000030fb	ÅE	2	0
0x827d	Ç}	0x000030fb	ÅE	2	0
0x827e	Ç~	0x000030fb	ÅE	2	0
0x8280	ÇÄ	0x000030fb	ÅE	2	0
0x8281	ÇÅ	0x0000ff41	ÇÅ	0	0
0x8282	ÇÇ	0x0000ff42	ÇÇ	0	0
0x8283	ÇÉ	0x0000ff43	ÇÉ	0	0
0x8284	ÇÑ	0x0000ff44	ÇÑ	0	0
0x8285	ÇÖ	0x0000ff45	ÇÖ	0	0
0x8286	ÇÜ	0x0000ff46	ÇÜ	0	0
0x8287	Çá	0x0000ff47	Çá	0	0
0x8288	Çà	0x0000ff48	Çà	0	0
0x8289	Çâ	0x0000ff49	Çâ	0	0
0x828a	Çä	0x0000ff4a	Çä	0	0
0x828b	Çã	0x0000ff4b	Çã	0	0
0x828c	Çå	0x0000ff4c	Çå	0	0
0x828d	Çç	0x0000ff4d	Çç	0	0
0x828e	Çé	0x0000ff4e	Çé	0	0
0x828f	Çè	0x0000ff4f	Çè	0	0
0x8290	Çê	0x0000ff50	Çê	0	0
0x8291	Çë	0x0000ff51	Çë	0	0
0x8292	Çí	0x0000ff52	Çí	0	0
0x8293	Çì	0x0000ff53	Çì	0	0
0x8294	Çî	0x0000ff54	Çî	0	0
0x8295	Çï	0x0000ff55	Çï	0	0
0x8296	Çñ	0x0000ff56	Çñ	0	0
0x8297	Çó	0x0000ff57	Çó	0	0
0x8298	Çò	0x0000ff58	Çò	0	0
0x8299	Çô	0x0000ff59	Çô	0	0
0x829a	Çö	0x0000ff5a	Çö	0	0
0x829b	Çõ	0x000030fb	ÅE	2	0
0x829c	Çú	0x000030fb	ÅE	2	0
0x829d	Çù	0x000030fb	ÅE	2	0
0x829e	Çû	0x000030fb	ÅE	2	0
0x829f	Çü	0x00003041	Çü	0	0
0x82a0	Ç†	0x00003042	Ç†	0	0
0x82a1	Ç°	0x00003043	Ç°	0	0
0x82a2	Ç¢	0x00003044	Ç¢	0	0
0x82a3	Ç£	0x00003045	Ç£	0	0
0x82a4	Ç§	0x00003046	Ç§	0	0
0x82a5	Ç•	0x00003047	Ç•	0	0
0x82a6	Ç¶	0x00003048	Ç¶	0	0
0x82a7	Çß	0x00003049	Çß	0	0
0x82a8	Ç®	0x0000304a	Ç®	0	0
0x82a9	Ç©	0x0000304b	Ç©	0	0
0x82aa	Ç™	0x0000304c	Ç™	0	0
0x82ab	Ç´	0x0000304d	Ç´	0	0
0x82ac	Ç¨	0x0000304e	Ç¨	0	0
0x82ad	Ç≠	0x0000304f	Ç≠	0	0
0x82ae	ÇÆ	0x00003050	ÇÆ	0	0
0x82af	ÇØ	0x00003051	ÇØ	0	0
0x82b0	Ç∞	0x00003052	Ç∞	0	0
0x82b1	Ç±	0x00003053	Ç±	0	0
0x82b2	Ç≤	0x00003054	Ç≤	0	0
0x82b3	Ç≥	0x00003055	Ç≥	0	0
0x82b4	Ç¥	0x00003056	Ç¥	0	0
0x82b5	Çµ	0x00003057	Çµ	0	0
0x82b6	Ç∂	0x00003058	Ç∂	0	0
0x82b7	Ç∑	0x00003059	Ç∑	0	0
0x82b8	Ç∏	0x0000305a	Ç∏	0	0
0x82b9	Çπ	0x0000305b	Çπ	0	0
0x82ba	Ç∫	0x0000305c	Ç∫	0	0
0x82bb	Çª	0x0000305d	Çª	0	0
0x82bc	Çº	0x0000305e	Çº	0	0
0x82bd	ÇΩ	0x0000305f	ÇΩ	0	0
0x82be	Çæ	0x00003060	Çæ	0	0
0x82bf	Çø	0x00003061	Çø	0	0
0x82c0	Ç¿	0x00003062	Ç¿	0	0
0x82c1	Ç¡	0x00003063	Ç¡	0	0
0x82c2	Ç¬	0x00003064	Ç¬	0	0
0x82c3	Ç√	0x00003065	Ç√	0	0
0x82c4	Çƒ	0x00003066	Çƒ	0	0
0x82c5	Ç≈	0x00003067	Ç≈	0	0
0x82c6	Ç∆	0x00003068	Ç∆	0	0
0x82c7	Ç«	0x00003069	Ç«	0	0
0x82c8	Ç»	0x0000306a	Ç»	0	0
0x82c9	Ç…	0x0000306b	Ç…	0	0
